ID,Score,Income,Mother_edu,Father_edu,Mother_Prof,Father_Prof,Type_1,Type_2,Students
370,526.3924731,2.407930108,4.264615385,4.565340909,2.886363636,2.753012048,Public,State_City,3728
371,587.9722223,5.375,4.888888889,5.647058824,4,3.588235294,Private,Private,297
372,618.4166667,9.361111111,5.888888889,5.111111111,3.888888889,3.25,Private,Private,305
373,554.75,4.5,5,3,4,2,Private,Private,751
374,547.8068182,3.147727273,4.380952381,4.863636364,3.578947368,3.45,Private,Private,496
375,590.0375,5.6625,5.5,5,3.882352941,3.125,Private,Private,447
376,595.3928572,5.757142857,5.117647059,5.542857143,3.818181818,3.558823529,Private,Private,437
377,563.5625,3.125,4.625,5,3.4,3,Private,Private,384
378,599.7763158,4.671052632,5,5.210526316,3.666666667,3.058823529,Private,Private,104
379,608.5,4.419354839,4.766666667,5.032258065,3.451612903,3.08,Private,Private,445
380,597.5743244,4.878378378,5,5.305555556,3.6,3.242424242,Private,Private,648
381,624.34375,4.642857143,5.150943396,5.375,3.450980392,3.358490566,Private,Private,1013
382,586.7925,2.45,4.042105263,4.19,2.782608696,2.615384615,Private,Private,258
383,591.2395833,8.864583333,5.458333333,5.75,4.086956522,3.714285714,Private,Private,294
